country,cnt,var,year,War flag,Attribute,Value
Argentina,ARG,VA,1990,0,Agriculture,8316.565679
Argentina,ARG,VA,1990,0,Mining,2709.651993
Argentina,ARG,VA,1990,0,Manufacturing,43778.89769
Argentina,ARG,VA,1990,0,Utilities,4174.590348
Argentina,ARG,VA,1990,0,Construction,6444.100172
Argentina,ARG,VA,1990,0,Trade services,19509.68985
Argentina,ARG,VA,1990,0,Transport services,5723.031693
Argentina,ARG,VA,1990,0,Business services,7537.730705
Argentina,ARG,VA,1990,0,Financial services,3118.391034
Argentina,ARG,VA,1990,0,Real estate,3746.63171
Argentina,ARG,VA,1990,0,Government services,11014.62361
Argentina,ARG,VA,1990,0,Other services,4417.405686
Argentina,ARG,VA,1990,0,Total GDP,120491.3102
Argentina,ARG,VA_Q15,1990,0,Agriculture,302391.3977
Argentina,ARG,VA_Q15,1990,0,Mining,179963.866
Argentina,ARG,VA_Q15,1990,0,Manufacturing,1372371.713
Argentina,ARG,VA_Q15,1990,0,Utilities,47078.29972
Argentina,ARG,VA_Q15,1990,0,Construction,188191.7806
Argentina,ARG,VA_Q15,1990,0,Trade services,654200.4257
Argentina,ARG,VA_Q15,1990,0,Transport services,165402.5272
Argentina,ARG,VA_Q15,1990,0,Business services,293376.4695
Argentina,ARG,VA_Q15,1990,0,Financial services,126231.1629
Argentina,ARG,VA_Q15,1990,0,Real estate,109689.7015
Argentina,ARG,VA_Q15,1990,0,Government services,701225.3152
Argentina,ARG,VA_Q15,1990,0,Other services,183109.6579
Argentina,ARG,VA_Q15,1990,0,Total GDP,4323232.317
Argentina,ARG,EMP,1990,0,Agriculture,1247.640336
Argentina,ARG,EMP,1990,0,Mining,25.29593605
Argentina,ARG,EMP,1990,0,Manufacturing,2031.53584
Argentina,ARG,EMP,1990,0,Utilities,189.0995858
Argentina,ARG,EMP,1990,0,Construction,789.485925
Argentina,ARG,EMP,1990,0,Trade services,2203.297089
Argentina,ARG,EMP,1990,0,Transport services,685.5626271
Argentina,ARG,EMP,1990,0,Business services,698.0767489
Argentina,ARG,EMP,1990,0,Financial services,98.97867088
Argentina,ARG,EMP,1990,0,Real estate,51.32223417
Argentina,ARG,EMP,1990,0,Government services,2430.737
Argentina,ARG,EMP,1990,0,Other services,1360.447898
Argentina,ARG,EMP,1990,0,Total GDP,11811.47989
Bangladesh,BGD,VA,1990,0,Agriculture,328426.4129
Bangladesh,BGD,VA,1990,0,Mining,11949.0277
Bangladesh,BGD,VA,1990,0,Manufacturing,133527.0725
Bangladesh,BGD,VA,1990,0,Utilities,17928.81582
Bangladesh,BGD,VA,1990,0,Construction,48632.67816
Bangladesh,BGD,VA,1990,0,Trade services,133817.6876
Bangladesh,BGD,VA,1990,0,Transport services,81756.86782
Bangladesh,BGD,VA,1990,0,Business services,40852.551
Bangladesh,BGD,VA,1990,0,Financial services,22767.60217
Bangladesh,BGD,VA,1990,0,Real estate,55598.01453
Bangladesh,BGD,VA,1990,0,Government services,72851.79208
Bangladesh,BGD,VA,1990,0,Other services,116818.3126
Bangladesh,BGD,VA,1990,0,Total GDP,1064926.835
Bangladesh,BGD,VA_Q15,1990,0,Agriculture,978628.2261
Bangladesh,BGD,VA_Q15,1990,0,Mining,35539.14325
Bangladesh,BGD,VA_Q15,1990,0,Manufacturing,386548.3975
Bangladesh,BGD,VA_Q15,1990,0,Utilities,32545.52551
Bangladesh,BGD,VA_Q15,1990,0,Construction,167755.9566
Bangladesh,BGD,VA_Q15,1990,0,Trade services,486560.5567
Bangladesh,BGD,VA_Q15,1990,0,Transport services,444703.3173
Bangladesh,BGD,VA_Q15,1990,0,Business services,128543.806
Bangladesh,BGD,VA_Q15,1990,0,Financial services,113990.4596
Bangladesh,BGD,VA_Q15,1990,0,Real estate,273336.1782
Bangladesh,BGD,VA_Q15,1990,0,Government services,220931.123
Bangladesh,BGD,VA_Q15,1990,0,Other services,648023.7802
Bangladesh,BGD,VA_Q15,1990,0,Total GDP,3917106.47
Bangladesh,BGD,EMP,1990,0,Agriculture,26836.21277
Bangladesh,BGD,EMP,1990,0,Mining,29.77176857
Bangladesh,BGD,EMP,1990,0,Manufacturing,5238.178394
Bangladesh,BGD,EMP,1990,0,Utilities,21.24801958
Bangladesh,BGD,EMP,1990,0,Construction,480.0034767
Bangladesh,BGD,EMP,1990,0,Trade services,3427.791839
Bangladesh,BGD,EMP,1990,0,Transport services,1128.524164
Bangladesh,BGD,EMP,1990,0,Business services,102.1286404
Bangladesh,BGD,EMP,1990,0,Financial services,147.0694934
Bangladesh,BGD,EMP,1990,0,Real estate,7.718029837
Bangladesh,BGD,EMP,1990,0,Government services,1507.919596
Bangladesh,BGD,EMP,1990,0,Other services,1889.111883
Bangladesh,BGD,EMP,1990,0,Total GDP,40815.67807
Bolivia,BOL,VA,1990,0,Agriculture,2371.077205
Bolivia,BOL,VA,1990,0,Mining,1581.912654
Bolivia,BOL,VA,1990,0,Manufacturing,2619.623205
Bolivia,BOL,VA,1990,0,Utilities,248.4167964
Bolivia,BOL,VA,1990,0,Construction,474.0222353
Bolivia,BOL,VA,1990,0,Trade services,1874.961154
Bolivia,BOL,VA,1990,0,Transport services,1261.947498
Bolivia,BOL,VA,1990,0,Business services,570.1405808
Bolivia,BOL,VA,1990,0,Financial services,262.082
Bolivia,BOL,VA,1990,0,Real estate,914.2883497
Bolivia,BOL,VA,1990,0,Government services,1552.659
Bolivia,BOL,VA,1990,0,Other services,685.3361237
Bolivia,BOL,VA,1990,0,Total GDP,14416.4668
Bolivia,BOL,VA_Q15,1990,0,Agriculture,10955.02159
Bolivia,BOL,VA_Q15,1990,0,Mining,7231.094421
Bolivia,BOL,VA_Q15,1990,0,Manufacturing,8841.064114
Bolivia,BOL,VA_Q15,1990,0,Utilities,1301.594072
Bolivia,BOL,VA_Q15,1990,0,Construction,1927.518084
Bolivia,BOL,VA_Q15,1990,0,Trade services,8718.010858
Bolivia,BOL,VA_Q15,1990,0,Transport services,6010.887159
Bolivia,BOL,VA_Q15,1990,0,Business services,1700.006116
Bolivia,BOL,VA_Q15,1990,0,Financial services,1337.605452
Bolivia,BOL,VA_Q15,1990,0,Real estate,3466.509478
Bolivia,BOL,VA_Q15,1990,0,Government services,12639.64822
Bolivia,BOL,VA_Q15,1990,0,Other services,3857.435245
Bolivia,BOL,VA_Q15,1990,0,Total GDP,67986.39481
Bolivia,BOL,EMP,1990,0,Agriculture,1695.193067
Bolivia,BOL,EMP,1990,0,Mining,89.05137746
Bolivia,BOL,EMP,1990,0,Manufacturing,146.9394217
Bolivia,BOL,EMP,1990,0,Utilities,2.663582202
Bolivia,BOL,EMP,1990,0,Construction,81.79545598
Bolivia,BOL,EMP,1990,0,Trade services,208.7721268
Bolivia,BOL,EMP,1990,0,Transport services,98.31978015
Bolivia,BOL,EMP,1990,0,Business services,22.06597711
Bolivia,BOL,EMP,1990,0,Financial services,3.310138543
Bolivia,BOL,EMP,1990,0,Real estate,0.463881493
Bolivia,BOL,EMP,1990,0,Government services,230.3842998
Bolivia,BOL,EMP,1990,0,Other services,311.4402837
Bolivia,BOL,EMP,1990,0,Total GDP,2890.399392
Botswana,BWA,VA,1990,0,Agriculture,384.7019213
Botswana,BWA,VA,1990,0,Mining,2468.571992
Botswana,BWA,VA,1990,0,Manufacturing,478.7241228
Botswana,BWA,VA,1990,0,Utilities,115.0288154
Botswana,BWA,VA,1990,0,Construction,543.527565
Botswana,BWA,VA,1990,0,Trade services,552.8133982
Botswana,BWA,VA,1990,0,Transport services,125.2122746
Botswana,BWA,VA,1990,0,Business services,198.6288499
Botswana,BWA,VA,1990,0,Financial services,180.3733054
Botswana,BWA,VA,1990,0,Real estate,282
Botswana,BWA,VA,1990,0,Government services,843.9895673
Botswana,BWA,VA,1990,0,Other services,271.7136631
Botswana,BWA,VA,1990,0,Total GDP,6445.285475
Botswana,BWA,VA_Q15,1990,0,Agriculture,2955.10349
Botswana,BWA,VA_Q15,1990,0,Mining,17390.60147
Botswana,BWA,VA_Q15,1990,0,Manufacturing,3020.041979
Botswana,BWA,VA_Q15,1990,0,Utilities,690.0907769
Botswana,BWA,VA_Q15,1990,0,Construction,2825.194807
Botswana,BWA,VA_Q15,1990,0,Trade services,3316.485752
Botswana,BWA,VA_Q15,1990,0,Transport services,808.9642256
Botswana,BWA,VA_Q15,1990,0,Business services,921.7656036
Botswana,BWA,VA_Q15,1990,0,Financial services,1050.367794
Botswana,BWA,VA_Q15,1990,0,Real estate,1839.988873
Botswana,BWA,VA_Q15,1990,0,Government services,6118.414081
Botswana,BWA,VA_Q15,1990,0,Other services,1535.477021
Botswana,BWA,VA_Q15,1990,0,Total GDP,42472.49587
Botswana,BWA,EMP,1990,0,Agriculture,169.669
Botswana,BWA,EMP,1990,0,Mining,12.74094446
Botswana,BWA,EMP,1990,0,Manufacturing,28.98370742
Botswana,BWA,EMP,1990,0,Utilities,5.929010847
Botswana,BWA,EMP,1990,0,Construction,48.7699572
Botswana,BWA,EMP,1990,0,Trade services,32.09388343
Botswana,BWA,EMP,1990,0,Transport services,8.563036064
Botswana,BWA,EMP,1990,0,Business services,10.22288064
Botswana,BWA,EMP,1990,0,Financial services,2.965076863
Botswana,BWA,EMP,1990,0,Real estate,0.701595652
Botswana,BWA,EMP,1990,0,Government services,56.20197592
Botswana,BWA,EMP,1990,0,Other services,44.81136396
Botswana,BWA,EMP,1990,0,Total GDP,421.6524325
Brazil,BRA,VA,1990,0,Agriculture,0.55257839
Brazil,BRA,VA,1990,0,Mining,0.151392611
Brazil,BRA,VA,1990,0,Manufacturing,1.979472837
Brazil,BRA,VA,1990,0,Utilities,0.259116388
Brazil,BRA,VA,1990,0,Construction,0.629868139
Brazil,BRA,VA,1990,0,Trade services,1.482999794
Brazil,BRA,VA,1990,0,Transport services,0.305816489
Brazil,BRA,VA,1990,0,Business services,1.442677027
Brazil,BRA,VA,1990,0,Financial services,0.883480881
Brazil,BRA,VA,1990,0,Real estate,1.581175572
Brazil,BRA,VA,1990,0,Government services,2.42859744
Brazil,BRA,VA,1990,0,Other services,0.39307569
Brazil,BRA,VA,1990,0,Total GDP,12.09025126
Brazil,BRA,VA_Q15,1990,0,Agriculture,109708.938
Brazil,BRA,VA_Q15,1990,0,Mining,46778.96441
Brazil,BRA,VA_Q15,1990,0,Manufacturing,420500.305
Brazil,BRA,VA_Q15,1990,0,Utilities,62446.77821
Brazil,BRA,VA_Q15,1990,0,Construction,180071.5952
Brazil,BRA,VA_Q15,1990,0,Trade services,435581.9052
Brazil,BRA,VA_Q15,1990,0,Transport services,103105.7244
Brazil,BRA,VA_Q15,1990,0,Business services,472403.1469
Brazil,BRA,VA_Q15,1990,0,Financial services,247837.8664
Brazil,BRA,VA_Q15,1990,0,Real estate,407093.2007
Brazil,BRA,VA_Q15,1990,0,Government services,632560.2802
Brazil,BRA,VA_Q15,1990,0,Other services,88106.28857
Brazil,BRA,VA_Q15,1990,0,Total GDP,3206194.993
Brazil,BRA,EMP,1990,0,Agriculture,13712.83968
Brazil,BRA,EMP,1990,0,Mining,437.667025
Brazil,BRA,EMP,1990,0,Manufacturing,8757.953571
Brazil,BRA,EMP,1990,0,Utilities,896.9070833
Brazil,BRA,EMP,1990,0,Construction,4180.455513
Brazil,BRA,EMP,1990,0,Trade services,9916.159638
Brazil,BRA,EMP,1990,0,Transport services,2074.899805
Brazil,BRA,EMP,1990,0,Business services,3592.608774
Brazil,BRA,EMP,1990,0,Financial services,621.8173938
Brazil,BRA,EMP,1990,0,Real estate,207.8615787
Brazil,BRA,EMP,1990,0,Government services,8117.618177
Brazil,BRA,EMP,1990,0,Other services,9115.143728
Brazil,BRA,EMP,1990,0,Total GDP,61631.93197
Burkina Faso,BFA,VA,1990,0,Agriculture,231760.2349
Burkina Faso,BFA,VA,1990,0,Mining,35148.14815
Burkina Faso,BFA,VA,1990,0,Manufacturing,171778.8812
Burkina Faso,BFA,VA,1990,0,Utilities,4963.636364
Burkina Faso,BFA,VA,1990,0,Construction,27443.05177
Burkina Faso,BFA,VA,1990,0,Trade services,158426.4706
Burkina Faso,BFA,VA,1990,0,Transport services,8491.747573
Burkina Faso,BFA,VA,1990,0,Business services,22276.15234
Burkina Faso,BFA,VA,1990,0,Financial services,12746.89302
Burkina Faso,BFA,VA,1990,0,Real estate,135771.4081
Burkina Faso,BFA,VA,1990,0,Government services,175443.8756
Burkina Faso,BFA,VA,1990,0,Other services,34170.83854
Burkina Faso,BFA,VA,1990,0,Total GDP,1018421.338
Burkina Faso,BFA,VA_Q15,1990,0,Agriculture,540915.4361
Burkina Faso,BFA,VA_Q15,1990,0,Mining,130576.5993
Burkina Faso,BFA,VA_Q15,1990,0,Manufacturing,245297.9732
Burkina Faso,BFA,VA_Q15,1990,0,Utilities,9503.680127
Burkina Faso,BFA,VA_Q15,1990,0,Construction,31626.41938
Burkina Faso,BFA,VA_Q15,1990,0,Trade services,281795.1347
Burkina Faso,BFA,VA_Q15,1990,0,Transport services,23742.50735
Burkina Faso,BFA,VA_Q15,1990,0,Business services,22737.18977
Burkina Faso,BFA,VA_Q15,1990,0,Financial services,11649.30632
Burkina Faso,BFA,VA_Q15,1990,0,Real estate,175535.5582
Burkina Faso,BFA,VA_Q15,1990,0,Government services,353500.1089
Burkina Faso,BFA,VA_Q15,1990,0,Other services,62317.15672
Burkina Faso,BFA,VA_Q15,1990,0,Total GDP,1889197.07
Burkina Faso,BFA,EMP,1990,0,Agriculture,3494.886166
Burkina Faso,BFA,EMP,1990,0,Mining,3.64204815
Burkina Faso,BFA,EMP,1990,0,Manufacturing,115.6572364
Burkina Faso,BFA,EMP,1990,0,Utilities,1.243626197
Burkina Faso,BFA,EMP,1990,0,Construction,16.61129278
Burkina Faso,BFA,EMP,1990,0,Trade services,166.4682496
Burkina Faso,BFA,EMP,1990,0,Transport services,16.78834702
Burkina Faso,BFA,EMP,1990,0,Business services,2.042450661
Burkina Faso,BFA,EMP,1990,0,Financial services,0.15295308
Burkina Faso,BFA,EMP,1990,0,Real estate,0.025963972
Burkina Faso,BFA,EMP,1990,0,Government services,124.5402806
Burkina Faso,BFA,EMP,1990,0,Other services,16.07831012
Burkina Faso,BFA,EMP,1990,0,Total GDP,3958.136925
Cambodia,KHM,VA,1990,0,Agriculture,359074.9839
Cambodia,KHM,VA,1990,0,Mining,13438.21319
Cambodia,KHM,VA,1990,0,Manufacturing,52368.48714
Cambodia,KHM,VA,1990,0,Utilities,1312.631626
Cambodia,KHM,VA,1990,0,Construction,16858.11392
Cambodia,KHM,VA,1990,0,Trade services,96352.35556
Cambodia,KHM,VA,1990,0,Transport services,46210.75065
Cambodia,KHM,VA,1990,0,Business services,68219.27913
Cambodia,KHM,VA,1990,0,Financial services,11476.72028
Cambodia,KHM,VA,1990,0,Real estate,4535.70165
Cambodia,KHM,VA,1990,0,Government services,32209.20281
Cambodia,KHM,VA,1990,0,Other services,14409.75175
Cambodia,KHM,VA,1990,0,Total GDP,716466.1916
Cambodia,KHM,VA_Q15,1990,0,Agriculture,7325578.125
Cambodia,KHM,VA_Q15,1990,0,Mining,33412.32925
Cambodia,KHM,VA_Q15,1990,0,Manufacturing,697634.4015
Cambodia,KHM,VA_Q15,1990,0,Utilities,22744.94111
Cambodia,KHM,VA_Q15,1990,0,Construction,450395.2115
Cambodia,KHM,VA_Q15,1990,0,Trade services,1669568.681
Cambodia,KHM,VA_Q15,1990,0,Transport services,832930.8215
Cambodia,KHM,VA_Q15,1990,0,Business services,1233907.301
Cambodia,KHM,VA_Q15,1990,0,Financial services,175562.809
Cambodia,KHM,VA_Q15,1990,0,Real estate,82038.91117
Cambodia,KHM,VA_Q15,1990,0,Government services,670495.4168
Cambodia,KHM,VA_Q15,1990,0,Other services,249688.449
Cambodia,KHM,VA_Q15,1990,0,Total GDP,13443957.4
Cambodia,KHM,EMP,1990,0,Agriculture,2893.487439
Cambodia,KHM,EMP,1990,0,Mining,6.559704791
Cambodia,KHM,EMP,1990,0,Manufacturing,44.02198868
Cambodia,KHM,EMP,1990,0,Utilities,1.254106721
Cambodia,KHM,EMP,1990,0,Construction,15.06080838
Cambodia,KHM,EMP,1990,0,Trade services,169.5646652
Cambodia,KHM,EMP,1990,0,Transport services,49.20847172
Cambodia,KHM,EMP,1990,0,Business services,3.471707256
Cambodia,KHM,EMP,1990,0,Financial services,0.289174227
Cambodia,KHM,EMP,1990,0,Real estate,0.098922635
Cambodia,KHM,EMP,1990,0,Government services,234.8555029
Cambodia,KHM,EMP,1990,0,Other services,43.88926572
Cambodia,KHM,EMP,1990,0,Total GDP,3461.761758
Cameroon,CMR,VA,1990,0,Agriculture,361594.2757
Cameroon,CMR,VA,1990,0,Mining,88292.45819
Cameroon,CMR,VA,1990,0,Manufacturing,544750.8886
Cameroon,CMR,VA,1990,0,Utilities,108422.1315
Cameroon,CMR,VA,1990,0,Construction,155799.7255
Cameroon,CMR,VA,1990,0,Trade services,414118.239
Cameroon,CMR,VA,1990,0,Transport services,208518.6668
Cameroon,CMR,VA,1990,0,Business services,267167.542
Cameroon,CMR,VA,1990,0,Financial services,172915.4794
Cameroon,CMR,VA,1990,0,Real estate,282946.571
Cameroon,CMR,VA,1990,0,Government services,642609.2827
Cameroon,CMR,VA,1990,0,Other services,96449.14006
Cameroon,CMR,VA,1990,0,Total GDP,3343584.4
Cameroon,CMR,VA_Q15,1990,0,Agriculture,863288.2802
Cameroon,CMR,VA_Q15,1990,0,Mining,693237.3729
Cameroon,CMR,VA_Q15,1990,0,Manufacturing,1250454.263
Cameroon,CMR,VA_Q15,1990,0,Utilities,352356.2138
Cameroon,CMR,VA_Q15,1990,0,Construction,567008.0246
Cameroon,CMR,VA_Q15,1990,0,Trade services,938266.0469
Cameroon,CMR,VA_Q15,1990,0,Transport services,374492.6137
Cameroon,CMR,VA_Q15,1990,0,Business services,843006.6263
Cameroon,CMR,VA_Q15,1990,0,Financial services,200403.9314
Cameroon,CMR,VA_Q15,1990,0,Real estate,777009.4693
Cameroon,CMR,VA_Q15,1990,0,Government services,1233404.66
Cameroon,CMR,VA_Q15,1990,0,Other services,280402.7365
Cameroon,CMR,VA_Q15,1990,0,Total GDP,8373330.239
Cameroon,CMR,EMP,1990,0,Agriculture,3030.281331
Cameroon,CMR,EMP,1990,0,Mining,3.908044033
Cameroon,CMR,EMP,1990,0,Manufacturing,226.6011058
Cameroon,CMR,EMP,1990,0,Utilities,7.701384441
Cameroon,CMR,EMP,1990,0,Construction,73.73967896
Cameroon,CMR,EMP,1990,0,Trade services,296.8108157
Cameroon,CMR,EMP,1990,0,Transport services,67.88284147
Cameroon,CMR,EMP,1990,0,Business services,13.400067
Cameroon,CMR,EMP,1990,0,Financial services,2.088239175
Cameroon,CMR,EMP,1990,0,Real estate,0.101284068
Cameroon,CMR,EMP,1990,0,Government services,73.55434743
Cameroon,CMR,EMP,1990,0,Other services,261.494909
Cameroon,CMR,EMP,1990,0,Total GDP,4057.564048
Chile,CHL,VA,1990,0,Agriculture,701333.8182
Chile,CHL,VA,1990,0,Mining,1304329.803
Chile,CHL,VA,1990,0,Manufacturing,1720292.726
Chile,CHL,VA,1990,0,Utilities,254073.2993
Chile,CHL,VA,1990,0,Construction,644579.1974
Chile,CHL,VA,1990,0,Trade services,1270077.243
Chile,CHL,VA,1990,0,Transport services,411171.2371
Chile,CHL,VA,1990,0,Business services,757193.9687
Chile,CHL,VA,1990,0,Financial services,253774.9217
Chile,CHL,VA,1990,0,Real estate,844997.4683
Chile,CHL,VA,1990,0,Government services,338466.0795
Chile,CHL,VA,1990,0,Other services,842610.3035
Chile,CHL,VA,1990,0,Total GDP,9342900.066
Chile,CHL,VA_Q15,1990,0,Agriculture,1963096.845
Chile,CHL,VA_Q15,1990,0,Mining,5729567.098
Chile,CHL,VA_Q15,1990,0,Manufacturing,8366886.594
Chile,CHL,VA_Q15,1990,0,Utilities,1513115.527
Chile,CHL,VA_Q15,1990,0,Construction,3832108.645
Chile,CHL,VA_Q15,1990,0,Trade services,3651746.063
Chile,CHL,VA_Q15,1990,0,Transport services,1782150.639
Chile,CHL,VA_Q15,1990,0,Business services,2675246.364
Chile,CHL,VA_Q15,1990,0,Financial services,946031.1853
Chile,CHL,VA_Q15,1990,0,Real estate,3592486.421
Chile,CHL,VA_Q15,1990,0,Government services,3630207.552
Chile,CHL,VA_Q15,1990,0,Other services,7719864.774
Chile,CHL,VA_Q15,1990,0,Total GDP,45402507.71
Chile,CHL,EMP,1990,0,Agriculture,595.7112156
Chile,CHL,EMP,1990,0,Mining,106.1047172
Chile,CHL,EMP,1990,0,Manufacturing,577.6342044
Chile,CHL,EMP,1990,0,Utilities,22.54512845
Chile,CHL,EMP,1990,0,Construction,313.8899396
Chile,CHL,EMP,1990,0,Trade services,554.5866661
Chile,CHL,EMP,1990,0,Transport services,344.1307147
Chile,CHL,EMP,1990,0,Business services,182.8857941
Chile,CHL,EMP,1990,0,Financial services,34.08067972
Chile,CHL,EMP,1990,0,Real estate,11.07855066
Chile,CHL,EMP,1990,0,Government services,682.7214943
Chile,CHL,EMP,1990,0,Other services,897.2200286
Chile,CHL,EMP,1990,0,Total GDP,4322.589133
China,CHN,VA,1990,0,Agriculture,512498.7177
China,CHN,VA,1990,0,Mining,61908.28816
China,CHN,VA,1990,0,Manufacturing,577612.4591
China,CHN,VA,1990,0,Utilities,40107.81417
China,CHN,VA,1990,0,Construction,85940
China,CHN,VA,1990,0,Trade services,157079.9067
China,CHN,VA,1990,0,Transport services,116057.627
China,CHN,VA,1990,0,Business services,29148.76993
China,CHN,VA,1990,0,Financial services,101750.1756
China,CHN,VA,1990,0,Real estate,66222.06198
China,CHN,VA,1990,0,Government services,108336.1648
China,CHN,VA,1990,0,Other services,15956.64851
China,CHN,VA,1990,0,Total GDP,1872618.634
China,CHN,VA_Q15,1990,0,Agriculture,2663198.645
China,CHN,VA_Q15,1990,0,Mining,159317.3876
China,CHN,VA_Q15,1990,0,Manufacturing,2086255.06
China,CHN,VA_Q15,1990,0,Utilities,161002.8112
China,CHN,VA_Q15,1990,0,Construction,406240.3899
China,CHN,VA_Q15,1990,0,Trade services,630558.0868
China,CHN,VA_Q15,1990,0,Transport services,413149.6838
China,CHN,VA_Q15,1990,0,Business services,144766.706
China,CHN,VA_Q15,1990,0,Financial services,340053.2421
China,CHN,VA_Q15,1990,0,Real estate,328890.3716
China,CHN,VA_Q15,1990,0,Government services,366627.1852
China,CHN,VA_Q15,1990,0,Other services,53999.89138
China,CHN,VA_Q15,1990,0,Total GDP,7754059.461
China,CHN,EMP,1990,0,Agriculture,389140
China,CHN,EMP,1990,0,Mining,7563.67603
China,CHN,EMP,1990,0,Manufacturing,135138.8296
China,CHN,EMP,1990,0,Utilities,4946.288876
China,CHN,EMP,1990,0,Construction,13346.00511
China,CHN,EMP,1990,0,Trade services,38012.10835
China,CHN,EMP,1990,0,Transport services,11247.86838
China,CHN,EMP,1990,0,Business services,5203.362982
China,CHN,EMP,1990,0,Financial services,6152.095907
China,CHN,EMP,1990,0,Real estate,1238.746445
China,CHN,EMP,1990,0,Government services,20108.59675
China,CHN,EMP,1990,0,Other services,15392.42159
China,CHN,EMP,1990,0,Total GDP,647490
Taiwan,TWN,VA,1990,0,Agriculture,179510
Taiwan,TWN,VA,1990,0,Mining,13431
Taiwan,TWN,VA,1990,0,Manufacturing,1394104
Taiwan,TWN,VA,1990,0,Utilities,155165
Taiwan,TWN,VA,1990,0,Construction,195476
Taiwan,TWN,VA,1990,0,Trade services,641015
Taiwan,TWN,VA,1990,0,Transport services,196047
Taiwan,TWN,VA,1990,0,Business services,183340
Taiwan,TWN,VA,1990,0,Financial services,330625
Taiwan,TWN,VA,1990,0,Real estate,270368
Taiwan,TWN,VA,1990,0,Government services,597150
Taiwan,TWN,VA,1990,0,Other services,130824
Taiwan,TWN,VA,1990,0,Total GDP,4287055
Taiwan,TWN,VA_Q15,1990,0,Agriculture,310700.7677
Taiwan,TWN,VA_Q15,1990,0,Mining,46147.28401
Taiwan,TWN,VA_Q15,1990,0,Manufacturing,1063293.473
Taiwan,TWN,VA_Q15,1990,0,Utilities,132529.8327
Taiwan,TWN,VA_Q15,1990,0,Construction,347382.4706
Taiwan,TWN,VA_Q15,1990,0,Trade services,915512.9743
Taiwan,TWN,VA_Q15,1990,0,Transport services,206884.0819
Taiwan,TWN,VA_Q15,1990,0,Business services,173274.4682
Taiwan,TWN,VA_Q15,1990,0,Financial services,376809.0522
Taiwan,TWN,VA_Q15,1990,0,Real estate,383237.3225
Taiwan,TWN,VA_Q15,1990,0,Government services,988284.5354
Taiwan,TWN,VA_Q15,1990,0,Other services,185263.5767
Taiwan,TWN,VA_Q15,1990,0,Total GDP,5129319.84
Taiwan,TWN,EMP,1990,0,Agriculture,1061.36854
Taiwan,TWN,EMP,1990,0,Mining,18.992
Taiwan,TWN,EMP,1990,0,Manufacturing,2660.846293
Taiwan,TWN,EMP,1990,0,Utilities,85.11237209
Taiwan,TWN,EMP,1990,0,Construction,672.1140042
Taiwan,TWN,EMP,1990,0,Trade services,1882.236997
Taiwan,TWN,EMP,1990,0,Transport services,385.1351092
Taiwan,TWN,EMP,1990,0,Business services,271.9189236
Taiwan,TWN,EMP,1990,0,Financial services,210.6573854
Taiwan,TWN,EMP,1990,0,Real estate,39.38068969
Taiwan,TWN,EMP,1990,0,Government services,907.2589417
Taiwan,TWN,EMP,1990,0,Other services,411.9007492
Taiwan,TWN,EMP,1990,0,Total GDP,8606.922004
Colombia,COL,VA,1990,0,Agriculture,4079622.724
Colombia,COL,VA,1990,0,Mining,1954117.347
Colombia,COL,VA,1990,0,Manufacturing,6310282.83
Colombia,COL,VA,1990,0,Utilities,648401.8832
Colombia,COL,VA,1990,0,Construction,1118583.311
Colombia,COL,VA,1990,0,Trade services,4299415.6
Colombia,COL,VA,1990,0,Transport services,1019217.809
Colombia,COL,VA,1990,0,Business services,3909457.196
Colombia,COL,VA,1990,0,Financial services,1599317.262
Colombia,COL,VA,1990,0,Real estate,4395354.784
Colombia,COL,VA,1990,0,Government services,3287259.679
Colombia,COL,VA,1990,0,Other services,611905.9322
Colombia,COL,VA,1990,0,Total GDP,33232936.36
Colombia,COL,VA_Q15,1990,0,Agriculture,28612415.31
Colombia,COL,VA_Q15,1990,0,Mining,19422978.07
Colombia,COL,VA_Q15,1990,0,Manufacturing,53539384.23
Colombia,COL,VA_Q15,1990,0,Utilities,12695321.57
Colombia,COL,VA_Q15,1990,0,Construction,21947709.98
Colombia,COL,VA_Q15,1990,0,Trade services,43334300.45
Colombia,COL,VA_Q15,1990,0,Transport services,14427452.1
Colombia,COL,VA_Q15,1990,0,Business services,26261702.22
Colombia,COL,VA_Q15,1990,0,Financial services,8302631.747
Colombia,COL,VA_Q15,1990,0,Real estate,27040073.95
Colombia,COL,VA_Q15,1990,0,Government services,38113660.33
Colombia,COL,VA_Q15,1990,0,Other services,6840776.1
Colombia,COL,VA_Q15,1990,0,Total GDP,300538406.1
Colombia,COL,EMP,1990,0,Agriculture,3279.108436
Colombia,COL,EMP,1990,0,Mining,64.97462156
Colombia,COL,EMP,1990,0,Manufacturing,1393.244435
Colombia,COL,EMP,1990,0,Utilities,43.27693054
Colombia,COL,EMP,1990,0,Construction,462.0954082
Colombia,COL,EMP,1990,0,Trade services,1979.168483
Colombia,COL,EMP,1990,0,Transport services,656.2671484
Colombia,COL,EMP,1990,0,Business services,689.3095785
Colombia,COL,EMP,1990,0,Financial services,74.00823735
Colombia,COL,EMP,1990,0,Real estate,0
Colombia,COL,EMP,1990,0,Government services,470.7629512
Colombia,COL,EMP,1990,0,Other services,1393.236616
Colombia,COL,EMP,1990,0,Total GDP,10505.45285
Costa Rica,CRI,VA,1990,0,Agriculture,72618.15503
